PriceDate,Balanced-Superannuation,Growth-Superannuation,Alternative Growth-Superannuation,Sustainable Balanced-Superannuation,Conservative Balanced-Superannuation,Capital Stable-Superannuation,Overseas Shares-Superannuation,Australian Shares-Superannuation,Property-Superannuation,Fixed Interest-Superannuation,Cash-Superannuation,Balanced-Pension,Growth-Pension,Alternative Growth-Pension,Sustainable Balanced-Pension,Conservative Balanced-Pension,Capital Stable-Pension,Long-term-Pension,Overseas Shares-Pension,Australian Shares-Pension,Property-Pension,Fixed Interest-Pension,Cash-Pension
2026-09-17,3.149517,3.617965,3.093065,3.122557,2.447613,2.109494,5.099273,3.638086,2.439336,1.462682,1.414050,3.429938,3.997415,3.339247,3.464380,2.675597,2.273034,1.610093,5.990684,4.224308,2.648950,1.552799,1.497854
2026-09-16,3.138121,3.601535,3.083621,3.110896,2.440567,2.105007,5.055162,3.623444,2.437843,1.458758,1.413884,3.416859,3.978700,3.328833,3.450726,2.667164,2.267917,1.605930,5.934850,4.205163,2.647124,1.547924,1.497650
2026-09-15,3.137598,3.601143,3.083386,3.109957,2.439803,2.104010,5.061082,3.616683,2.438559,1.456078,1.413716,3.416012,3.977942,3.328334,3.449454,2.666049,2.266664,1.605497,5.941878,4.195555,2.647996,1.544455,1.497451
2026-09-14,3.147426,3.616279,3.091611,3.117913,2.445717,2.107506,5.093110,3.638802,2.439457,1.458893,1.413549,3.427752,3.995497,3.337733,3.458917,2.673323,2.270665,1.609258,5.982449,4.224635,2.649063,1.547946,1.497249
2026-09-11,3.147490,3.616608,3.091578,3.119209,2.445471,2.107189,5.093104,3.639468,2.443480,1.458785,1.413047,3.427348,3.995325,3.337147,3.459978,2.672838,2.270124,1.608475,5.982568,4.225496,2.653983,1.547766,1.496635
2026-09-10,3.151628,3.622974,3.094598,3.122719,2.448310,2.109393,5.076384,3.674567,2.441402,1.462998,1.412881,3.433332,4.003644,3.341697,3.465067,2.676963,2.272978,1.609890,5.961403,4.271446,2.651372,1.552987,1.496431
2026-09-09,3.157662,3.631765,3.098671,3.132018,2.451873,2.112032,5.071368,3.706849,2.445925,1.468324,1.412715,3.440451,4.013696,3.346529,3.476065,2.681539,2.276024,1.611288,5.955178,4.313706,2.656910,1.559608,1.496223
2026-09-08,3.163688,3.640239,3.103660,3.139329,2.455620,2.114433,5.102675,3.707466,2.451491,1.471018,1.412548,3.447223,4.023051,3.351763,3.484247,2.685861,2.278701,1.613524,5.994818,4.314536,2.663721,1.562954,1.496015
2026-09-07,3.173338,3.656474,3.111892,3.150055,2.460954,2.116963,5.131941,3.737914,2.450516,1.470696,1.412380,3.458734,4.041918,3.361278,3.497124,2.692524,2.281521,1.616788,6.031894,4.354390,2.662530,1.562555,1.495809
2026-09-04,3.171974,3.654065,3.110244,3.149669,2.459972,2.116434,5.125239,3.737675,2.450359,1.471758,1.411880,3.457227,4.039396,3.359798,3.496869,2.691477,2.280980,1.616307,6.023340,4.354134,2.662339,1.563881,1.495191
2026-09-03,3.172978,3.656003,3.110976,3.150084,2.460351,2.116398,5.131869,3.739516,2.451689,1.471039,1.411712,3.458434,4.041675,3.360773,3.497568,2.691946,2.280915,1.616705,6.030961,4.356895,2.663911,1.562994,1.494984
2026-09-02,3.161899,3.639389,3.101503,3.139367,2.453451,2.112047,5.097361,3.717604,2.448113,1.467911,1.411545,3.445459,4.022642,3.350307,3.485020,2.683586,2.275952,1.612548,5.987253,4.328257,2.659536,1.559108,1.494780
2026-09-01,3.169429,3.651421,3.107846,3.148084,2.457835,2.114610,5.099642,3.754335,2.451269,1.469689,1.411381,3.455053,4.037303,3.358289,3.495883,2.689451,2.279080,1.615373,5.990042,4.376412,2.663395,1.561299,1.494592
2026-08-31,3.172222,3.655032,3.109577,3.152332,2.459648,2.115999,5.117314,3.752618,2.451764,1.473269,1.411213,3.457936,4.041025,3.359860,3.500554,2.691435,2.280599,1.616129,6.012479,4.374161,2.663946,1.565440,1.494355
2026-08-28,3.176503,3.662104,3.113196,3.155114,2.461738,2.116907,5.132695,3.761761,2.454810,1.473675,1.410713,3.462858,4.048850,3.363691,3.503599,2.693877,2.281491,1.617442,6.032054,4.386268,2.667714,1.565905,1.493740
2026-08-27,3.174284,3.657618,3.110506,3.153358,2.460306,2.116325,5.135249,3.742134,2.458907,1.475203,1.410547,3.459821,4.043189,3.360143,3.501281,2.691820,2.280733,1.616377,6.035098,4.360666,2.672725,1.567806,1.493535
2026-08-26,3.179445,3.665517,3.114784,3.161595,2.463407,2.118293,5.132158,3.771677,2.464147,1.477248,1.410384,3.466836,4.053336,3.366343,3.512118,2.696218,2.283272,1.618954,6.031132,4.399341,2.679136,1.570346,1.493333
2026-08-25,3.183284,3.671266,3.118208,3.163204,2.465835,2.119796,5.134971,3.787946,2.465619,1.478383,1.410218,3.471886,4.060642,3.370992,3.514278,2.699486,2.285192,1.621139,6.034862,4.420662,2.680929,1.571748,1.493127
2026-08-24,3.174386,3.657633,3.110651,3.154150,2.460423,2.116490,5.115128,3.761890,2.463508,1.476182,1.410054,3.461177,4.044631,3.362144,3.503247,2.692705,2.281327,1.617662,6.009722,4.386620,2.678352,1.569019,1.492920
2026-08-21,3.172230,3.654362,3.109209,3.148957,2.458590,2.114974,5.127401,3.739409,2.461529,1.474037,1.409553,3.457958,4.040024,3.359459,3.496546,2.689995,2.279313,1.616429,6.025243,4.357260,2.675931,1.566354,1.492300
2026-08-20,3.171378,3.652487,3.107948,3.148380,2.458116,2.114923,5.114461,3.748510,2.462189,1.475852,1.409387,3.457485,4.038808,3.359278,3.496456,2.689848,2.279534,1.616671,6.008945,4.369187,2.676738,1.568608,1.492093
2026-08-19,3.171518,3.652704,3.108030,3.147434,2.457978,2.114595,5.129938,3.737066,2.460343,1.475085,1.409220,3.457183,4.038611,3.358853,3.495184,2.689390,2.278999,1.616646,6.028625,4.354232,2.674479,1.567656,1.491888
2026-08-18,3.174386,3.658709,3.110546,3.151357,2.458920,2.114318,5.148690,3.742005,2.458345,1.472388,1.409051,3.460432,4.045006,3.360873,3.499541,2.690370,2.278402,1.617010,6.052449,4.360667,2.671988,1.564279,1.491684
2026-08-17,3.181354,3.669175,3.116153,3.162350,2.462976,2.116683,5.176296,3.751734,2.460609,1.474357,1.408881,3.468121,4.056621,3.366585,3.512306,2.695092,2.280972,1.618828,6.087258,4.373293,2.674782,1.566724,1.491489
2026-08-14,3.188943,3.680573,3.122737,3.170531,2.467228,2.119071,5.202002,3.767002,2.464958,1.476139,1.408380,3.477213,4.069974,3.374241,3.522131,2.700347,2.283727,1.622038,6.119784,4.393471,2.680105,1.568938,1.490879
2026-08-13,3.194561,3.689093,3.127196,3.175631,2.470541,2.121053,5.219145,3.780978,2.464189,1.478190,1.408212,3.484087,4.080153,3.379591,3.528627,2.704530,2.286078,1.624430,6.141454,4.411784,2.679116,1.571488,1.490676
2026-08-12,3.189951,3.683155,3.123279,3.172063,2.467412,2.118881,5.188161,3.789022,2.459539,1.475446,1.408046,3.479129,4.073833,3.375795,3.524758,2.701083,2.283670,1.622591,6.102216,4.422327,2.673429,1.568079,1.490471
2026-08-11,3.190796,3.685365,3.123940,3.170880,2.467732,2.118836,5.179744,3.804825,2.453941,1.474920,1.407879,3.480684,4.076872,3.377063,3.523943,2.701806,2.283708,1.623085,6.091633,4.443126,2.666577,1.567424,1.490266
2026-08-10,3.192997,3.688697,3.125806,3.171687,2.468814,2.119317,5.195470,3.802776,2.459397,1.475325,1.407717,3.483153,4.080507,3.378907,3.524792,2.702996,2.284165,1.623591,6.111731,4.440700,2.673252,1.567921,1.490059
2026-08-07,3.192039,3.687244,3.124416,3.170976,2.468175,2.118952,5.188216,3.807240,2.463478,1.476625,1.407216,3.482168,4.079081,3.377654,3.524201,2.702396,2.283812,1.623308,6.102545,4.446596,2.678247,1.569539,1.489440
2026-08-06,3.187127,3.680086,3.119244,3.167306,2.465127,2.117143,5.167296,3.806696,2.461652,1.477332,1.407049,3.476758,4.071193,3.372330,3.520309,2.698905,2.281842,1.621077,6.076006,4.445796,2.676010,1.570419,1.489234
2026-08-05,3.186835,3.679174,3.118954,3.168242,2.465203,2.117349,5.181257,3.791212,2.466528,1.478761,1.406883,3.475925,4.069469,3.371209,3.520985,2.698568,2.281929,1.620711,6.093576,4.425568,2.681946,1.572189,1.489027
2026-08-04,3.177439,3.664143,3.110951,3.156790,2.459616,2.113984,5.175118,3.748346,2.465709,1.476245,1.406716,3.464325,4.052329,3.361419,3.507277,2.691428,2.278007,1.617729,6.086536,4.369405,2.680970,1.569124,1.488822
2026-08-03,3.162052,3.640006,3.098045,3.138782,2.450946,2.109264,5.143283,3.700678,2.464675,1.475030,1.406547,3.446426,4.024619,3.346868,3.485982,2.680651,2.272682,1.612426,6.046219,4.307051,2.679706,1.567615,1.488619
2026-07-31,3.148057,3.619362,3.086108,3.127745,2.442539,2.104362,5.089290,3.681021,2.464564,1.472953,1.406050,3.430116,4.000594,3.333365,3.472689,2.670512,2.267058,1.606642,5.977958,4.281394,2.679563,1.565036,1.488005
2026-07-30,3.139078,3.605278,3.078309,3.117871,2.437238,2.101578,5.044615,3.674883,2.467544,1.472174,1.405884,3.420046,3.985085,3.325604,3.461580,2.664534,2.264129,1.604041,5.921342,4.273377,2.683212,1.564067,1.487801
2026-07-29,3.139184,3.605620,3.078352,3.117752,2.437491,2.101982,5.018744,3.699068,2.472620,1.473416,1.405716,3.421893,3.986976,3.327750,3.462726,2.665630,2.265039,1.605384,5.888544,4.305151,2.689492,1.565622,1.487593
2026-07-28,3.139286,3.604279,3.078738,3.116427,2.437248,2.101897,5.049460,3.664290,2.475545,1.473978,1.405550,3.420334,3.983682,3.326001,3.459956,2.664396,2.264487,1.604861,5.927602,4.259639,2.693072,1.566306,1.487388
2026-07-27,3.134916,3.597806,3.075031,3.111977,2.434295,2.099865,5.043677,3.645793,2.475170,1.471545,1.405385,3.414556,3.975540,3.320928,3.454170,2.660473,2.261959,1.602628,5.920422,4.235398,2.692612,1.563284,1.487184
2026-07-24,3.122486,3.578670,3.064796,3.098222,2.426580,2.094943,5.028539,3.596456,2.476531,1.466890,1.404889,3.399142,3.952731,3.308113,3.437028,2.650522,2.256087,1.597465,5.901230,4.170886,2.694269,1.557502,1.486571
2026-07-23,3.131090,3.591735,3.072620,3.108422,2.431620,2.097941,5.041353,3.625664,2.466177,1.468400,1.404726,3.409827,3.968388,3.317701,3.449848,2.656992,2.259672,1.601212,5.917442,4.209141,2.681597,1.559337,1.486370
2026-07-22,3.136036,3.599139,3.076261,3.114868,2.434634,2.099750,5.074572,3.623361,2.460375,1.471156,1.404562,3.414777,3.976038,3.320690,3.456823,2.660278,2.261497,1.602292,5.959544,4.206144,2.674494,1.562760,1.486166
2026-07-21,3.135198,3.597540,3.075228,3.113945,2.434207,2.099650,5.079180,3.615900,2.462942,1.472903,1.404394,3.413555,3.973876,3.319078,3.455484,2.659594,2.261299,1.601568,5.965362,4.196396,2.677639,1.564928,1.485962
2026-07-20,3.125439,3.582757,3.066578,3.107695,2.428508,2.096586,5.029937,3.612615,2.461542,1.472719,1.404229,3.402721,3.957497,3.310237,3.448703,2.653055,2.258027,1.598396,5.902946,4.192108,2.675925,1.564700,1.485762
2026-07-17,3.128731,3.586941,3.069330,3.112731,2.430734,2.098186,5.041508,3.617330,2.462834,1.475178,1.403733,3.406635,3.962555,3.313616,3.454712,2.655892,2.259973,1.600161,5.917602,4.198325,2.677507,1.567754,1.485149
2026-07-16,3.140005,3.604964,3.078906,3.122567,2.436991,2.101250,5.086640,3.635967,2.461932,1.475493,1.403568,3.419413,3.982681,3.323639,3.466066,2.663215,2.263205,1.603685,5.974420,4.222736,2.676404,1.568146,1.484945
2026-07-15,3.145560,3.613565,3.083700,3.127090,2.440343,2.102987,5.119161,3.635511,2.452258,1.475765,1.403402,3.425544,3.992256,3.328259,3.471238,2.667034,2.265054,1.605531,6.015712,4.222211,2.664562,1.568484,1.484742
2026-07-14,3.138377,3.602204,3.077495,3.120499,2.436089,2.100647,5.097881,3.618095,2.452280,1.474990,1.403236,3.417041,3.979186,3.321344,3.463193,2.661868,2.262411,1.603131,5.988837,4.199442,2.664589,1.567521,1.484538
2026-07-13,3.137361,3.600246,3.076593,3.121041,2.435415,2.100247,5.100681,3.613123,2.452344,1.475249,1.403068,3.416142,3.977424,3.320742,3.464283,2.661230,2.262078,1.603317,5.992467,4.192950,2.664670,1.567842,1.484334
2026-07-10,3.144684,3.610811,3.082330,3.127097,2.439706,2.102736,5.135626,3.617010,2.450394,1.478048,1.402574,3.424024,3.989038,3.326364,3.471258,2.666158,2.264779,1.605850,6.036893,4.198116,2.662258,1.571320,1.483722
2026-07-09,3.139585,3.603137,3.078395,3.120109,2.436765,2.100911,5.124034,3.602816,2.449187,1.476341,1.402410,3.418143,3.980286,3.321939,3.462943,2.662511,2.262712,1.604380,6.022330,4.179546,2.660780,1.569200,1.483520
2026-07-08,3.136017,3.598094,3.075363,3.117948,2.434461,2.099491,5.095000,3.612564,2.447328,1.474988,1.402244,3.414702,3.975402,3.319713,3.461111,2.660208,2.261309,1.603625,5.985613,4.192323,2.658505,1.567520,1.483315
2026-07-07,3.142502,3.607058,3.080502,3.125668,2.438690,2.102486,5.115453,3.621751,2.457402,1.479432,1.402079,3.422041,3.985362,3.325430,3.470120,2.665216,2.264715,1.605771,6.011755,4.204462,2.670840,1.573039,1.483115
2026-07-06,3.152851,3.621435,3.087685,3.133442,2.444156,2.105614,5.146291,3.631475,2.451232,1.482299,1.401913,3.433991,4.002288,3.332725,3.479343,2.671756,2.268267,1.609884,6.050831,4.217246,2.663268,1.576599,1.482912
2026-07-03,3.150223,3.617286,3.085209,3.132772,2.441759,2.104034,5.123703,3.637709,2.471823,1.480999,1.401418,3.431247,3.997715,3.330968,3.478738,2.669125,2.266461,1.608618,6.022144,4.225250,2.688487,1.574985,1.482302
2026-07-02,3.137302,3.597839,3.073677,3.121020,2.434551,2.100126,5.100152,3.598304,2.470934,1.480308,1.401253,3.415412,3.974376,3.317009,3.464149,2.659958,2.261781,1.601705,5.992480,4.173628,2.687410,1.574091,1.482098
2026-07-01,3.136016,3.598019,3.071117,3.120456,2.434341,2.099552,5.114715,3.597561,2.451148,1.481049,1.401091,3.413692,3.974410,3.313308,3.463114,2.659596,2.261024,1.599808,6.010786,4.172673,2.663183,1.575011,1.481898
2026-06-30,3.138036,3.602136,3.071359,3.123256,2.435774,2.100434,5.106054,3.623347,2.450958,1.483576,1.400921,3.416171,3.979466,3.314058,3.466623,2.661719,2.262118,1.599278,5.999694,4.206443,2.662952,1.578150,1.481689
2026-06-29,3.135760,3.599290,3.068309,3.118895,2.434151,2.099331,5.090816,3.635128,2.453594,1.484317,1.400757,3.414310,3.976871,3.311880,3.462321,2.660220,2.261027,1.599330,5.981311,4.221934,2.666182,1.579068,1.481487
2026-06-26,3.119253,3.573627,3.053674,3.105038,2.424497,2.094125,5.031769,3.602133,2.453511,1.484384,1.400009,3.394858,3.947026,3.295266,3.445710,2.648473,2.255120,1.593159,5.906538,4.178745,2.666044,1.579123,1.480579
2026-06-25,3.120846,3.576164,3.054822,3.109175,2.425091,2.094150,5.043850,3.599919,2.448505,1.483720,1.399844,3.396169,3.949577,3.296015,3.450188,2.648969,2.255010,1.593071,5.921897,4.175864,2.659908,1.578297,1.480376
2026-06-24,3.121426,3.578067,3.055401,3.106535,2.425022,2.093663,5.038008,3.613185,2.445384,1.482010,1.399680,3.397357,3.952230,3.297206,3.447711,2.649210,2.254497,1.593746,5.914550,4.193242,2.656089,1.576168,1.480172
2026-06-23,3.116525,3.571142,3.051296,3.101265,2.421983,2.091724,5.025747,3.598172,2.438357,1.479676,1.399515,3.390996,3.943506,3.291780,3.440942,2.645107,2.252058,1.591307,5.898925,4.173609,2.647486,1.573273,1.479968
2026-06-22,3.127526,3.589474,3.060643,3.112717,2.427594,2.094063,5.068956,3.615169,2.433964,1.477641,1.399350,3.402807,3.963337,3.300530,3.453481,2.651283,2.254233,1.593510,5.953356,4.195874,2.642102,1.570746,1.479765
2026-06-19,3.128531,3.591451,3.061590,3.113821,2.428152,2.094222,5.068324,3.622154,2.427310,1.477436,1.398856,3.404201,3.965771,3.301872,3.455081,2.652072,2.254427,1.593978,5.952560,4.205062,2.633955,1.570492,1.479154
2026-06-18,3.134770,3.601427,3.066431,3.122547,2.431724,2.096278,5.064422,3.657428,2.427958,1.479491,1.398691,3.412030,3.977723,3.308379,3.466139,2.656827,2.256898,1.596104,5.947715,4.250886,2.634750,1.573037,1.478949
2026-06-17,3.131853,3.598043,3.064079,3.119082,2.430148,2.095355,5.025170,3.679614,2.427029,1.479034,1.398525,3.409743,3.974662,3.307170,3.462791,2.655524,2.256126,1.595365,5.898922,4.280940,2.633608,1.572469,1.478748
2026-06-16,3.132015,3.597873,3.064350,3.119920,2.429977,2.095101,5.048591,3.659088,2.436300,1.478272,1.398359,3.409047,3.973773,3.306226,3.463052,2.654765,2.255538,1.594816,5.927569,4.253411,2.644978,1.571593,1.478542
2026-06-15,3.133541,3.600280,3.065613,3.120989,2.430772,2.095430,5.056491,3.659479,2.435803,1.477912,1.398194,3.410568,3.976384,3.307427,3.464263,2.655617,2.255838,1.595164,5.937641,4.254093,2.644372,1.571089,1.478332
2026-06-12,3.114258,3.570080,3.048859,3.100984,2.419205,2.088889,4.997421,3.614809,2.437440,1.475600,1.397701,3.388233,3.941958,3.289011,3.440749,2.641711,2.248534,1.588418,5.863175,4.195994,2.646347,1.568222,1.477723
2026-06-11,3.096579,3.544499,3.034689,3.087663,2.410834,2.084431,4.969495,3.558104,2.431908,1.471622,1.397534,3.366608,3.909094,3.270870,3.418257,2.628132,2.241108,1.582075,5.829845,4.113308,2.638522,1.563291,1.477519
2026-06-10,3.085072,3.528180,3.024773,3.078279,2.403812,2.080223,4.896436,3.566359,2.431950,1.468910,1.397368,3.354109,3.891125,3.261010,3.407864,2.620232,2.236534,1.577787,5.737822,4.124047,2.638574,1.559930,1.477318
2026-06-09,3.092546,3.539768,3.031640,3.086239,2.408207,2.082469,4.958210,3.548426,2.429928,1.468538,1.397201,3.361636,3.902871,3.266320,3.416054,2.624587,2.238602,1.579817,5.815221,4.100685,2.636095,1.559469,1.477114
2026-06-05,3.092503,3.540801,3.031380,3.087161,2.408008,2.082021,4.952155,3.555278,2.425301,1.468004,1.396538,3.361590,3.903613,3.265801,3.416794,2.624233,2.237947,1.579174,5.807590,4.109624,2.630424,1.558806,1.476300
2026-06-04,3.110583,3.568549,3.046946,3.102587,2.418620,2.087911,5.026770,3.576194,2.421580,1.469809,1.396372,3.381486,3.934179,3.281587,3.433989,2.636369,2.244247,1.584732,5.901579,4.136802,2.625862,1.561045,1.476098
2026-06-03,3.114029,3.575306,3.049468,3.108082,2.420220,2.088381,5.012629,3.611292,2.414557,1.469099,1.396206,3.386190,3.942550,3.285410,3.441224,2.638865,2.244874,1.585680,5.883422,4.182504,2.617278,1.560161,1.475892
2026-06-02,3.112908,3.572738,3.048271,3.107107,2.419870,2.088598,5.025075,3.590995,2.415542,1.471446,1.396040,3.384045,3.938714,3.282586,3.439259,2.637858,2.244923,1.584492,5.899305,4.156168,2.618489,1.563073,1.475694
2026-06-01,3.114372,3.574741,3.049329,3.101833,2.420330,2.088565,5.031598,3.589862,2.412706,1.470283,1.395873,3.386250,3.941555,3.284260,3.434014,2.638613,2.244991,1.585944,5.907547,4.154716,2.615011,1.561632,1.475488
2026-05-29,3.108022,3.564797,3.043035,3.093893,2.416921,2.087066,5.000382,3.584654,2.421573,1.472862,1.395378,3.378609,3.929796,3.277072,3.424296,2.634447,2.243286,1.582831,5.868212,4.147995,2.625884,1.564822,1.474880
2026-05-28,3.097894,3.548521,3.034694,3.082153,2.410738,2.083347,5.000209,3.534507,2.424940,1.469901,1.395214,3.366057,3.910525,3.266354,3.410047,2.626469,2.238893,1.579099,5.868028,4.082872,2.630013,1.561151,1.474679
2026-05-27,3.105433,3.560957,3.041272,3.090211,2.414973,2.085393,5.002699,3.572531,2.427309,1.469403,1.395049,3.375923,3.925823,3.275469,3.420538,2.632214,2.241436,1.582590,5.871166,4.132305,2.632919,1.560534,1.474477
2026-05-26,3.096141,3.546987,3.033179,3.081902,2.409169,2.081956,4.977604,3.548234,2.428299,1.467375,1.394881,3.364420,3.909118,3.265596,3.410380,2.624910,2.237346,1.578473,5.839684,4.100749,2.634135,1.558019,1.474275
2026-05-25,3.094214,3.544598,3.031396,3.080281,2.407932,2.081187,4.955313,3.559800,2.426096,1.467006,1.394716,3.362665,3.906792,3.264408,3.408739,2.623795,2.236595,1.577956,5.811557,4.115808,2.631484,1.557574,1.474074
2026-05-22,3.090689,3.539567,3.028750,3.076334,2.405384,2.079109,4.956667,3.544253,2.425385,1.463685,1.394221,3.358660,3.901275,3.261456,3.404129,2.620679,2.234211,1.577172,5.813526,4.095712,2.630613,1.553456,1.473467
2026-05-21,3.083929,3.529273,3.022974,3.069836,2.401204,2.076598,4.932014,3.531474,2.424836,1.461906,1.394055,3.350692,3.889517,3.254970,3.396538,2.615642,2.231372,1.574784,5.782464,4.079137,2.629949,1.551250,1.473263
2026-05-20,3.068546,3.505765,3.009786,3.053050,2.391756,2.070932,4.901343,3.483063,2.423472,1.458166,1.393890,3.331821,3.861720,3.238828,3.375884,2.603714,2.224693,1.568440,5.743815,4.016279,2.628276,1.546613,1.473060
2026-05-19,3.072207,3.512946,3.013357,3.055603,2.393416,2.071042,4.888923,3.520135,2.417423,1.454645,1.393725,3.337558,3.871639,3.245171,3.380193,2.606629,2.225148,1.571044,5.728070,4.064450,2.620857,1.542248,1.472857
2026-05-18,3.064104,3.500969,3.005904,3.047283,2.388305,2.068043,4.885947,3.484027,2.417638,1.454304,1.393559,3.326794,3.856060,3.234469,3.368855,2.599588,2.221221,1.565992,5.724551,4.017577,2.621127,1.541838,1.472654
2026-05-15,3.073120,3.515907,3.013305,3.057468,2.393237,2.070486,4.889439,3.529875,2.414891,1.454957,1.393062,3.338142,3.873940,3.244288,3.381908,2.606164,2.224113,1.569374,5.728951,4.077189,2.617759,1.542649,1.472048
2026-05-14,3.082014,3.528321,3.020590,3.064785,2.399208,2.074827,4.926328,3.533820,2.423149,1.461076,1.392897,3.347716,3.886953,3.251117,3.389794,2.612874,2.228843,1.571791,5.775445,4.082335,2.627887,1.550236,1.471845
2026-05-13,3.074526,3.517429,3.014081,3.056722,2.394428,2.071902,4.883243,3.535324,2.423881,1.459134,1.392731,3.339239,3.874756,3.244411,3.380219,2.607392,2.225588,1.568903,5.721211,4.084304,2.628785,1.547829,1.471641
2026-05-12,3.070793,3.512085,3.010595,3.053855,2.392166,2.070460,4.870148,3.534110,2.424302,1.459273,1.392566,3.335410,3.869098,3.241009,3.377101,2.604891,2.224067,1.567384,5.704692,4.082710,2.629302,1.548000,1.471443
2026-05-11,3.075700,3.519194,3.014416,3.059610,2.395309,2.072616,4.882783,3.546111,2.425095,1.462641,1.392398,3.341112,3.877098,3.245245,3.383810,2.608744,2.226545,1.568823,5.720679,4.098307,2.630276,1.552175,1.471239
2026-05-08,3.076492,3.520364,3.014684,3.062352,2.395857,2.073027,4.882671,3.551692,2.424510,1.464415,1.391902,3.342199,3.878532,3.245823,3.387179,2.609498,2.227042,1.568959,5.720486,4.105749,2.629610,1.554377,1.470630
2026-05-07,3.082619,3.531264,3.019667,3.067432,2.399576,2.074976,4.875849,3.593314,2.422904,1.465481,1.391737,3.350488,3.891796,3.252771,3.393918,2.614638,2.229440,1.571248,5.711859,4.159846,2.627640,1.555698,1.470428
2026-05-06,3.079227,3.525143,3.017123,3.060848,2.397685,2.074000,4.893448,3.556770,2.426799,1.464530,1.391573,3.345635,3.883960,3.248469,3.385542,2.611786,2.228168,1.570186,5.733982,4.112331,2.632779,1.554468,1.470224
2026-05-05,3.058545,3.493896,2.999293,3.040953,2.385141,2.066413,4.830290,3.516243,2.417640,1.460176,1.391410,3.321609,3.848602,3.228494,3.362398,2.596743,2.219731,1.562606,5.654401,4.059726,2.621542,1.549071,1.470025
2026-05-04,3.055354,3.489635,2.996642,3.037573,2.383183,2.065143,4.809739,3.520415,2.417616,1.459295,1.391253,3.318450,3.844116,3.226044,3.358919,2.594632,2.218379,1.561576,5.628552,4.065143,2.621513,1.547959,1.469833
2026-05-01,3.055144,3.489818,2.995937,3.036593,2.382853,2.064742,4.800701,3.528839,2.418770,1.459388,1.390784,3.318223,3.844167,3.225713,3.357767,2.594488,2.217842,1.561493,5.617177,4.076584,2.622931,1.548074,1.469257
2026-04-30,3.050389,3.482672,2.992055,3.030142,2.379838,2.062656,4.802486,3.505555,2.417621,1.456959,1.390622,3.312314,3.835673,3.220703,3.349788,2.590559,2.215389,1.559694,5.619425,4.046365,2.621522,1.545062,1.469059
2026-04-29,3.049365,3.481406,2.991277,3.030632,2.379447,2.062433,4.788667,3.514623,2.411407,1.457718,1.390464,3.312061,3.834983,3.220577,3.350887,2.590467,2.215427,1.559876,5.602215,4.058065,2.613899,1.546011,1.468865
2026-04-28,3.049449,3.481279,2.990953,3.032367,2.379457,2.062644,4.780129,3.521381,2.415260,1.459150,1.390307,3.312031,3.834780,3.220403,3.352808,2.590531,2.215635,1.559508,5.591312,4.066741,2.618615,1.547784,1.468680
2026-04-27,3.056561,3.492507,2.996814,3.039512,2.383844,2.065357,4.798019,3.541970,2.411355,1.461784,1.390151,3.320399,3.847419,3.226831,3.361079,2.595872,2.218618,1.561707,5.613847,4.093439,2.613825,1.551056,1.468488
2026-04-24,3.059593,3.496789,2.999370,3.040843,2.385598,2.066249,4.810131,3.546169,2.412716,1.462272,1.389681,3.324165,3.852679,3.230078,3.362951,2.598117,2.219780,1.563257,5.628994,4.098939,2.615497,1.551660,1.467911
2026-04-23,3.054503,3.489863,2.995202,3.037196,2.382614,2.064505,4.781099,3.551124,2.413537,1.461528,1.389524,3.318562,3.844942,3.225675,3.358955,2.594771,2.217790,1.561088,5.592490,4.105422,2.616477,1.550728,1.467721
2026-04-22,3.062295,3.501712,3.001669,3.044849,2.387397,2.067361,4.800962,3.572456,2.408899,1.463974,1.389368,3.327881,3.858766,3.233319,3.368277,2.600724,2.221122,1.564074,5.617488,4.133149,2.610797,1.553760,1.467528
2026-04-21,3.064478,3.505610,3.003442,3.049155,2.388770,2.068218,4.783781,3.599235,2.412169,1.465273,1.389212,3.331421,3.864002,3.236481,3.374081,2.602933,2.222309,1.565051,5.595847,4.167940,2.614810,1.555372,1.467336
2026-04-20,3.069891,3.513292,3.008162,3.051192,2.391944,2.070073,4.809300,3.601032,2.418272,1.466032,1.389055,3.337411,3.872631,3.241556,3.376518,2.606629,2.224366,1.567196,5.627882,4.170291,2.622296,1.556314,1.467145
2026-04-17,3.068610,3.511907,3.006905,3.047632,2.390748,2.069139,4.804492,3.599341,2.418356,1.464996,1.388582,3.335535,3.870524,3.239680,3.371971,2.605058,2.223065,1.566122,5.621846,4.168144,2.622409,1.555030,1.466566
2026-04-16,3.062818,3.504377,3.001864,3.039848,2.387012,2.066521,4.780082,3.602125,2.411662,1.462680,1.388425,3.329568,3.862420,3.234806,3.363230,2.600919,2.220233,1.564129,5.591202,4.171804,2.614201,1.552158,1.466375
2026-04-15,3.060908,3.501247,3.000027,3.036749,2.386050,2.066143,4.770927,3.601190,2.408045,1.463688,1.388268,3.327481,3.859040,3.232999,3.359691,2.599884,2.219909,1.563565,5.579659,4.170612,2.609766,1.553407,1.466181
2026-04-14,3.057440,3.495960,2.997019,3.032043,2.384075,2.065087,4.756021,3.598059,2.407133,1.463440,1.388110,3.323642,3.853269,3.229929,3.354385,2.597648,2.218804,1.562507,5.560814,4.166560,2.608648,1.553097,1.465992
