PriceDate,Balanced-Superannuation,Growth-Superannuation,Alternative Growth-Superannuation,Sustainable Balanced-Superannuation,Conservative Balanced-Superannuation,Capital Stable-Superannuation,Overseas Shares-Superannuation,Australian Shares-Superannuation,Property-Superannuation,Fixed Interest-Superannuation,Cash-Superannuation,Balanced-Pension,Growth-Pension,Alternative Growth-Pension,Sustainable Balanced-Pension,Conservative Balanced-Pension,Capital Stable-Pension,Long-term-Pension,Overseas Shares-Pension,Australian Shares-Pension,Property-Pension,Fixed Interest-Pension,Cash-Pension
2025-06-05,2.888596,3.276754,2.825021,2.871200,2.267600,1.973816,4.430446,3.393978,2.288740,1.435115,1.344978,3.132336,3.611704,3.043753,3.182347,2.462505,2.113389,1.470071,5.170342,3.905079,2.471121,1.517925,1.413245
2025-06-04,2.889607,3.278317,2.826183,2.873547,2.268620,1.974524,4.438397,3.392695,2.289641,1.436239,1.344845,3.133885,3.613743,3.045016,3.185401,2.463605,2.114262,1.471163,5.180364,3.903453,2.472211,1.519320,1.413082
2025-06-03,2.882529,3.268265,2.820654,2.869018,2.264568,1.971717,4.431285,3.365996,2.289440,1.434161,1.344706,3.125261,3.601315,3.037717,3.179265,2.458498,2.110788,1.467126,5.171532,3.868872,2.471973,1.516746,1.412912
2025-06-02,2.875679,3.257997,2.813868,2.863230,2.260008,1.968897,4.408648,3.351073,2.290642,1.433615,1.344587,3.116773,3.588833,3.029925,3.172443,2.453209,2.107397,1.463435,5.143294,3.849546,2.473418,1.516078,1.412763
2025-05-30,2.879457,3.264222,2.816437,2.865764,2.262670,1.970116,4.423697,3.362416,2.290274,1.433900,1.344167,3.121939,3.597277,3.033392,3.175833,2.456174,2.108934,1.465418,5.162065,3.864296,2.472973,1.516430,1.412249
2025-05-29,2.878204,3.263082,2.815248,2.865168,2.261064,1.968528,4.423502,3.356926,2.289862,1.430406,1.344015,3.120015,3.595235,3.031536,3.174064,2.454162,2.106920,1.463823,5.162022,3.857199,2.472476,1.512102,1.412062
2025-05-28,2.877132,3.261462,2.814396,2.861725,2.260381,1.967909,4.422093,3.352729,2.286658,1.429351,1.343945,3.118643,3.593594,3.030523,3.170804,2.453292,2.106183,1.462779,5.160251,3.851787,2.468605,1.510795,1.411978
2025-05-27,2.878168,3.263097,2.815218,2.866256,2.260973,1.968450,4.428681,3.353707,2.286039,1.430529,1.343815,3.119588,3.594729,3.031080,3.175901,2.453940,2.106751,1.463894,5.168503,3.853085,2.467857,1.512256,1.411818
2025-05-26,2.863926,3.242318,2.802079,2.850026,2.251823,1.962446,4.361265,3.339480,2.279856,1.426746,1.343657,3.103278,3.572217,3.017276,3.157575,2.443812,2.099826,1.454402,5.083823,3.835024,2.460379,1.507580,1.411625
2025-05-23,2.864829,3.244179,2.803115,2.850676,2.252196,1.962195,4.365772,3.342285,2.278764,1.425077,1.343244,3.104782,3.575160,3.018756,3.158959,2.444186,2.099568,1.454479,5.089545,3.838711,2.459060,1.505513,1.411122
2025-05-22,2.869142,3.251202,2.807831,2.855537,2.254776,1.963288,4.400906,3.337428,2.278702,1.423060,1.343099,3.109284,3.582208,3.023002,3.163675,2.446609,2.100656,1.456553,5.133667,3.832433,2.458985,1.502992,1.410942
2025-05-21,2.871172,3.254762,2.808994,2.857056,2.255292,1.963508,4.399046,3.351766,2.280367,1.422518,1.342969,3.111576,3.586136,3.024630,3.165546,2.447405,2.100918,1.457517,5.131134,3.851064,2.460905,1.502321,1.410784
2025-05-20,2.878129,3.264517,2.815716,2.864015,2.259858,1.966663,4.452788,3.341015,2.288908,1.425825,1.342726,3.118341,3.594652,3.030073,3.171374,2.451962,2.104330,1.463043,5.198368,3.837126,2.471213,1.506419,1.410488
2025-05-19,2.870374,3.254073,2.808875,2.853877,2.254466,1.963169,4.432810,3.324024,2.290424,1.423447,1.342583,3.108698,3.580758,3.021277,3.158442,2.445692,2.100001,1.458747,5.173479,3.815113,2.473045,1.503474,1.410314
2025-05-16,2.875522,3.262062,2.812985,2.858675,2.257963,1.965084,4.445530,3.341340,2.290294,1.424382,1.342225,3.115738,3.591592,3.026937,3.164757,2.449734,2.102446,1.461688,5.189435,3.837618,2.472887,1.504634,1.409874
2025-05-15,2.868075,3.251540,2.806785,2.850475,2.253497,1.962034,4.422172,3.327595,2.285578,1.422025,1.342083,3.107036,3.579691,3.019914,3.154936,2.444537,2.098874,1.456924,5.160102,3.819804,2.467230,1.501711,1.409700
2025-05-14,2.862017,3.243043,2.801026,2.841950,2.249421,1.959516,4.389357,3.326277,2.279971,1.421005,1.341941,3.100154,3.570108,3.013744,3.145470,2.440167,2.095953,1.453185,5.118899,3.818147,2.460590,1.500490,1.409526
2025-05-13,2.860749,3.240529,2.799524,2.840731,2.248880,1.959596,4.381721,3.323821,2.283024,1.423590,1.341791,3.098877,3.567259,3.012141,3.143687,2.439675,2.096109,1.453390,5.109333,3.814981,2.464277,1.503692,1.409342
2025-05-12,2.858220,3.235164,2.797512,2.839215,2.248239,1.959325,4.387206,3.297722,2.287727,1.424688,1.341671,3.095555,3.561150,3.009293,3.141489,2.438492,2.095806,1.452207,5.117005,3.781169,2.469984,1.505038,1.409198
2025-05-09,2.841133,3.208190,2.780902,2.821272,2.238859,1.954338,4.287075,3.289976,2.285049,1.428572,1.341250,3.077967,3.534602,2.993584,3.123495,2.428631,2.090572,1.443375,4.991556,3.771191,2.466748,1.509850,1.408675
2025-05-08,2.837871,3.202906,2.778235,2.817423,2.237296,1.953611,4.284408,3.274646,2.282430,1.429562,1.341106,3.073657,3.527757,2.989849,3.118314,2.426604,2.089629,1.441943,4.988135,3.751325,2.463594,1.511080,1.408500
2025-05-07,2.828488,3.189341,2.768949,2.807832,2.231879,1.950598,4.247867,3.263052,2.282879,1.431105,1.340956,3.062939,3.511915,2.979425,3.107403,2.420562,2.086112,1.437490,4.942235,3.736308,2.464126,1.513000,1.408317
2025-05-06,2.823295,3.181946,2.764355,2.802927,2.228232,1.947981,4.235840,3.249002,2.281959,1.428380,1.340798,3.056120,3.502633,2.973615,3.101320,2.416170,2.082902,1.433918,4.927172,3.718172,2.463017,1.509606,1.408124
2025-05-05,2.826305,3.186365,2.767021,2.805543,2.229731,1.948926,4.252907,3.249482,2.285120,1.428688,1.340652,3.058999,3.506527,2.975954,3.104237,2.417741,2.083903,1.435870,4.948555,3.718833,2.466822,1.509950,1.407947
2025-05-02,2.832881,3.196385,2.772800,2.812845,2.233922,1.951485,4.264005,3.273363,2.285640,1.430059,1.340232,3.067977,3.519807,2.983785,3.114090,2.422866,2.087132,1.439756,4.962529,3.749856,2.467455,1.511647,1.407432
2025-05-01,2.824860,3.183010,2.765776,2.801835,2.230671,1.949927,4.235059,3.250504,2.280915,1.433494,1.340081,3.059825,3.506506,2.976553,3.102134,2.419070,2.085590,1.436063,4.926270,3.720238,2.461758,1.515904,1.407247
2025-04-30,2.821541,3.177715,2.762512,2.796943,2.228852,1.949058,4.223216,3.243932,2.279431,1.435018,1.339937,3.055877,3.500419,2.972778,3.096210,2.416917,2.084577,1.434763,4.911422,3.711737,2.459969,1.517792,1.407075
2025-04-29,2.815853,3.169751,2.758076,2.789630,2.225823,1.947004,4.213644,3.226315,2.275550,1.434007,1.339786,3.049244,3.490992,2.967335,3.087164,2.413165,2.082113,1.431678,4.899313,3.689175,2.455271,1.516535,1.406885
2025-04-28,2.803435,3.151277,2.746468,2.778459,2.217775,1.942033,4.176043,3.199477,2.272715,1.433233,1.339639,3.033902,3.468604,2.953329,3.073493,2.403878,2.076098,1.424913,4.852188,3.654383,2.451844,1.515595,1.406709
2025-04-24,2.796986,3.142404,2.740737,2.768838,2.213304,1.938549,4.156979,3.187222,2.273223,1.429618,1.339031,3.026482,3.458636,2.946904,3.062717,2.398469,2.071989,1.420815,4.828297,3.638558,2.452461,1.511111,1.405964
2025-04-23,2.784030,3.123382,2.729655,2.755850,2.205492,1.933265,4.102625,3.169316,2.272171,1.425805,1.338871,3.012061,3.438235,2.935251,3.048580,2.389705,2.065929,1.412100,4.760183,3.615366,2.451195,1.506385,1.405768
2025-04-22,2.767190,3.096790,2.715050,2.736988,2.195936,1.927413,4.057609,3.121987,2.270713,1.425729,1.338723,2.991896,3.407718,2.918229,3.026069,2.378407,2.059045,1.402884,4.703686,3.554025,2.449438,1.506291,1.405588
2025-04-17,2.766752,3.097205,2.714566,2.737817,2.195698,1.926876,4.046333,3.133417,2.268569,1.425258,1.337974,2.993048,3.410034,2.918965,3.027740,2.378385,2.058601,1.402717,4.689180,3.568833,2.446847,1.505708,1.404666
2025-04-16,2.760454,3.088077,2.709088,2.734374,2.191527,1.924158,4.039560,3.110368,2.263082,1.423889,1.337824,2.984625,3.397914,2.911736,3.023051,2.373336,2.055217,1.398982,4.680910,3.538981,2.440236,1.504015,1.404482
2025-04-15,2.768781,3.102222,2.717180,2.742944,2.195988,1.926428,4.086930,3.117397,2.261670,1.421680,1.337678,2.993328,3.411833,2.919205,3.031493,2.377935,2.057516,1.403432,4.740260,3.548187,2.438537,1.501278,1.404304
2025-04-14,2.766674,3.099793,2.716317,2.741648,2.195114,1.925259,4.082017,3.114760,2.258747,1.419055,1.337490,2.991830,3.410472,2.918676,3.030022,2.376818,2.056188,1.401622,4.734408,3.544828,2.435012,1.498026,1.404084
2025-04-11,2.757660,3.086843,2.709844,2.732544,2.190219,1.921448,4.072810,3.081095,2.251124,1.414909,1.337024,2.980861,3.395635,2.910263,3.018834,2.370343,2.051466,1.395560,4.723009,3.501236,2.425812,1.492873,1.403513
2025-04-10,2.757587,3.085262,2.708714,2.732180,2.190589,1.922102,4.030598,3.108263,2.246394,1.418029,1.336865,2.983331,3.398315,2.912543,3.021566,2.371967,2.052913,1.395657,4.670076,3.537706,2.420110,1.496724,1.403319
2025-04-09,2.750283,3.074240,2.706190,2.727857,2.187992,1.920724,4.139227,2.983836,2.250184,1.417915,1.336794,2.967460,3.373831,2.898285,3.007936,2.364566,2.049239,1.394097,4.805145,3.376381,2.424667,1.496583,1.403233
2025-04-08,2.733283,3.044824,2.687561,2.708399,2.178852,1.916279,3.952480,3.038764,2.232991,1.422609,1.336646,2.955066,3.355011,2.888573,2.994843,2.357580,2.046171,1.382060,4.571823,3.447107,2.404168,1.502417,1.403052
2025-04-07,2.722787,3.028745,2.679702,2.696544,2.174392,1.914887,3.975783,2.978159,2.239620,1.428296,1.336570,2.939280,3.330159,2.874921,2.977763,2.351085,2.043811,1.378735,4.601058,3.368791,2.412102,1.509466,1.402967
2025-04-04,2.759045,3.080855,2.710593,2.732934,2.195430,1.927840,4.040813,3.088587,2.251809,1.431281,1.336006,2.983572,3.395331,2.914354,3.023497,2.377097,2.059897,1.397138,4.682661,3.511943,2.426722,1.513196,1.402277
2025-04-03,2.784224,3.124541,2.732470,2.754277,2.207403,1.935247,4.125143,3.166873,2.267935,1.430073,1.335845,3.012217,3.439389,2.938120,3.045952,2.392188,2.068367,1.411948,4.787821,3.613464,2.446142,1.511490,1.402081
2025-04-02,2.812942,3.170832,2.759111,2.782888,2.222671,1.942569,4.277383,3.196405,2.281647,1.423075,1.335699,3.042405,3.487044,2.964522,3.076607,2.408582,2.076103,1.426292,4.978733,3.651748,2.462668,1.502823,1.401872
2025-04-01,2.811972,3.168803,2.758187,2.780247,2.222334,1.942342,4.268697,3.197435,2.280953,1.423225,1.335553,3.041775,3.486025,2.964166,3.073667,2.408269,2.075939,1.425734,4.967802,3.653102,2.461835,1.503010,1.401691
2025-03-31,2.805174,3.158279,2.752347,2.773757,2.218243,1.939494,4.262632,3.171560,2.279995,1.421413,1.335390,3.032713,3.473169,2.956348,3.064763,2.402943,2.072381,1.421773,4.960225,3.619478,2.460686,1.500778,1.401493
2025-03-28,2.811465,3.172016,2.756388,2.780174,2.221574,1.940570,4.256319,3.225862,2.276704,1.418692,1.334960,3.043000,3.491538,2.963818,3.074587,2.407830,2.073915,1.424086,4.952273,3.689949,2.456719,1.497408,1.400969
2025-03-27,2.820409,3.186795,2.764636,2.787974,2.225717,1.942227,4.311555,3.225996,2.275996,1.415144,1.334827,3.051059,3.504949,2.971041,3.081553,2.412053,2.075099,1.427834,5.021564,3.690139,2.455867,1.492998,1.400806
2025-03-26,2.824904,3.193466,2.768537,2.792897,2.228426,1.943860,4.323963,3.236576,2.277999,1.415636,1.334665,3.056449,3.512886,2.975728,3.087607,2.415270,2.077090,1.430267,5.037111,3.703881,2.458279,1.493606,1.400611
2025-03-25,2.827619,3.197298,2.771033,2.794211,2.230078,1.945081,4.357034,3.220984,2.275316,1.417180,1.334526,3.057676,3.514086,2.976240,3.087010,2.416590,2.077857,1.432313,5.078564,3.683673,2.455048,1.495516,1.400437
2025-03-24,2.827111,3.196168,2.770870,2.791788,2.230039,1.945060,4.357331,3.217852,2.279128,1.417323,1.334385,3.057166,3.513138,2.976076,3.084126,2.416423,2.077891,1.432165,5.078912,3.679657,2.459645,1.495692,1.400277
2025-03-21,2.821182,3.186867,2.765352,2.784149,2.227023,1.943414,4.320299,3.221857,2.272850,1.418597,1.333944,3.052015,3.505410,2.971575,3.076583,2.413317,2.076551,1.429440,5.032506,3.685531,2.452079,1.497281,1.399739
2025-03-20,2.820372,3.185484,2.764409,2.783945,2.226411,1.943321,4.314285,3.220950,2.278157,1.419496,1.333795,3.051008,3.503401,2.970523,3.076190,2.412827,2.076428,1.429188,5.025030,3.684381,2.458476,1.498398,1.399557
2025-03-19,2.813282,3.175419,2.758411,2.775061,2.221588,1.940278,4.310355,3.190614,2.278523,1.417786,1.333652,3.041058,3.488768,2.961697,3.064221,2.406838,2.072208,1.425147,5.020061,3.645110,2.458916,1.496281,1.399383
2025-03-18,2.808624,3.168731,2.753934,2.770359,2.218635,1.938373,4.271786,3.202276,2.278398,1.417077,1.333516,3.037446,3.483847,2.958993,3.059860,2.404056,2.070570,1.422389,4.971407,3.659983,2.458762,1.495403,1.399217
2025-03-17,2.809504,3.170125,2.754557,2.770046,2.218707,1.938324,4.280726,3.198624,2.281186,1.416550,1.333373,3.037637,3.484237,2.958706,3.059330,2.404065,2.070284,1.422688,4.982601,3.655266,2.462113,1.494750,1.399045
2025-03-14,2.800794,3.156487,2.747168,2.765260,2.213818,1.935037,4.261466,3.173652,2.273862,1.415354,1.332943,3.027232,3.469053,2.949952,3.053779,2.397815,2.066387,1.417799,4.958183,3.622992,2.453289,1.493269,1.398523
2025-03-13,2.786976,3.135070,2.734623,2.753951,2.206026,1.930464,4.208808,3.153444,2.267263,1.415886,1.332811,3.012287,3.446417,2.936735,3.041483,2.388879,2.061400,1.411024,4.892032,3.596839,2.445335,1.493929,1.398361
2025-03-12,2.795287,3.148483,2.741682,2.762020,2.210471,1.932702,4.246133,3.165168,2.275355,1.414623,1.332671,3.021027,3.460232,2.943989,3.050602,2.393897,2.063730,1.414945,4.938799,3.611939,2.455037,1.492347,1.398190
2025-03-11,2.800399,3.155680,2.745900,2.767402,2.214069,1.934967,4.235404,3.199737,2.275346,1.416185,1.332536,3.029397,3.472623,2.951569,3.059399,2.398723,2.067259,1.417955,4.925318,3.656723,2.455019,1.494287,1.398025
2025-03-10,2.809408,3.170221,2.753409,2.777924,2.218880,1.937707,4.254038,3.230086,2.279332,1.416151,1.332394,3.040445,3.489588,2.960726,3.071686,2.404539,2.070654,1.422802,4.948401,3.695981,2.459814,1.494246,1.397852
2025-03-07,2.822611,3.190634,2.765709,2.790289,2.225987,1.941622,4.335974,3.222347,2.283086,1.415436,1.331975,3.052421,3.507595,2.970921,3.082980,2.411802,2.074091,1.429455,5.051218,3.685994,2.464331,1.493359,1.397341
2025-03-06,2.827997,3.200354,2.769933,2.795098,2.228594,1.942597,4.323288,3.266690,2.279326,1.413455,1.331825,3.061011,3.521971,2.978797,3.091071,2.415705,2.076034,1.431477,5.034421,3.743522,2.459034,1.490983,1.397156
2025-03-05,2.840201,3.217234,2.780626,2.807278,2.236189,1.947677,4.381662,3.269977,2.291550,1.417345,1.331691,3.073631,3.539254,2.989107,3.104310,2.424040,2.081507,1.439078,5.107671,3.747783,2.473739,1.495796,1.396993
2025-03-04,2.840511,3.215489,2.780101,2.808390,2.238260,1.949932,4.362076,3.288230,2.289109,1.423506,1.331544,3.076413,3.541996,2.991112,3.107414,2.426944,2.084951,1.441299,5.083028,3.771383,2.470802,1.503424,1.396813
2025-03-03,2.849008,3.229694,2.787684,2.816103,2.242677,1.952222,4.390506,3.310016,2.293748,1.422452,1.331402,3.086019,3.557277,2.999674,3.115355,2.432164,2.087571,1.445303,5.118688,3.799587,2.476382,1.502119,1.396643
2025-02-28,2.850605,3.231782,2.789332,2.817760,2.243499,1.952779,4.428488,3.282619,2.292319,1.423081,1.330959,3.085237,3.555579,2.998456,3.114532,2.432248,2.087293,1.446455,5.166362,3.764192,2.474662,1.502899,1.396099
2025-02-27,2.850249,3.232813,2.788804,2.815859,2.242854,1.951816,4.393134,3.316730,2.289455,1.420372,1.330815,3.087574,3.560650,3.001130,3.114861,2.432396,2.087041,1.445232,5.122074,3.808380,2.471219,1.499545,1.395921
2025-02-26,2.852490,3.237061,2.790845,2.818495,2.243454,1.952065,4.419064,3.304614,2.287569,1.419826,1.330674,3.088195,3.561738,3.001254,3.116043,2.432655,2.086695,1.446134,5.154935,3.792674,2.468950,1.498942,1.395759
2025-02-25,2.848500,3.231434,2.787357,2.816185,2.240861,1.950324,4.396428,3.304867,2.288888,1.418351,1.330514,3.084220,3.556201,2.998136,3.113914,2.429903,2.084899,1.443525,5.126477,3.792973,2.470538,1.497116,1.395563
2025-02-24,2.854217,3.241852,2.792490,2.821415,2.243369,1.950968,4.408493,3.327562,2.285351,1.414788,1.330359,3.091379,3.568703,3.004772,3.120481,2.432995,2.085767,1.445295,5.141637,3.822382,2.466284,1.492705,1.395375
2025-02-21,2.857008,3.247492,2.795199,2.823509,2.244479,1.951034,4.417214,3.337390,2.283177,1.412327,1.329905,3.094711,3.574896,3.007891,3.121833,2.434254,2.085811,1.445950,5.152303,3.835165,2.463669,1.489659,1.394822
2025-02-20,2.865149,3.261063,2.802782,2.828688,2.248534,1.952841,4.452639,3.347958,2.286091,1.409627,1.329751,3.103250,3.588773,3.015651,3.126437,2.438742,2.087618,1.449116,5.196770,3.848868,2.467176,1.486316,1.394638
2025-02-19,2.876898,3.278935,2.813292,2.840487,2.255522,1.956680,4.490386,3.374492,2.284205,1.409332,1.329606,3.117140,3.610287,3.027993,3.141515,2.446807,2.092152,1.454975,5.244034,3.883242,2.464906,1.485950,1.394461
2025-02-18,2.879943,3.283872,2.815685,2.842178,2.257125,1.957527,4.496961,3.386265,2.285050,1.409586,1.329444,3.120951,3.616325,3.031143,3.143995,2.448688,2.093233,1.456778,5.252288,3.898514,2.465924,1.486266,1.394268
2025-02-17,2.880688,3.284502,2.815721,2.841450,2.257909,1.958411,4.482462,3.401446,2.283784,1.412117,1.329297,3.123060,3.618893,3.032597,3.144221,2.450067,2.094731,1.457839,5.234417,3.918256,2.464401,1.489396,1.394096
2025-02-14,2.879490,3.282433,2.814435,2.842471,2.257210,1.958116,4.479232,3.398269,2.283956,1.412964,1.328843,3.121597,3.616403,3.031015,3.145961,2.449201,2.094370,1.457649,5.230406,3.914162,2.464609,1.490445,1.393545
2025-02-13,2.879651,3.282539,2.815287,2.844718,2.257369,1.957771,4.494914,3.387364,2.286006,1.410944,1.328660,3.121051,3.616197,3.031222,3.148339,2.448931,2.093660,1.457360,5.250043,3.900053,2.467075,1.487945,1.393322
2025-02-12,2.873374,3.273771,2.809766,2.838682,2.253396,1.954785,4.464115,3.388383,2.281002,1.408080,1.328525,3.114942,3.608304,3.026520,3.142489,2.444514,2.090483,1.453424,5.211405,3.901402,2.461037,1.484381,1.393160
2025-02-11,2.872116,3.270610,2.808085,2.838021,2.253103,1.955444,4.460323,3.380241,2.284025,1.412224,1.328395,3.113220,3.603957,3.024250,3.140748,2.444243,2.091240,1.454042,5.206706,3.890834,2.464657,1.489519,1.393001
2025-02-10,2.872387,3.270914,2.808044,2.838145,2.253209,1.955516,4.463951,3.379236,2.282696,1.412998,1.328246,3.113409,3.604136,3.024026,3.140999,2.444293,2.091266,1.454571,5.211265,3.889549,2.463060,1.490478,1.392821
2025-02-07,2.870995,3.268766,2.806081,2.838075,2.252568,1.955038,4.450389,3.386951,2.282618,1.413653,1.327798,3.112762,3.603400,3.022902,3.141782,2.443740,2.091039,1.454140,5.194312,3.899592,2.462966,1.491289,1.392275
2025-02-06,2.874269,3.273533,2.808642,2.841967,2.254641,1.956530,4.466789,3.388657,2.282260,1.415754,1.327669,3.115967,3.607793,3.024938,3.145609,2.445984,2.092616,1.456434,5.214741,3.901800,2.462531,1.493878,1.392116
2025-02-05,2.866093,3.261122,2.801866,2.833397,2.249712,1.953620,4.452744,3.359831,2.281216,1.414703,1.327502,3.105378,3.591765,3.015920,3.134343,2.439970,2.088872,1.451971,5.197004,3.864469,2.461278,1.492580,1.391914
2025-02-04,2.862159,3.255875,2.799024,2.829172,2.247235,1.951443,4.450973,3.346123,2.274628,1.411126,1.327346,3.100357,3.585536,3.012193,3.129526,2.436665,2.086065,1.448946,5.194887,3.846724,2.453356,1.488151,1.391751
2025-02-03,2.860739,3.253017,2.797696,2.830917,2.246870,1.951181,4.443880,3.345937,2.273542,1.411643,1.327168,3.099238,3.583833,3.011367,3.131783,2.436153,2.085914,1.448544,5.186207,3.846494,2.452064,1.488790,1.391535
2025-01-31,2.875089,3.276818,2.810391,2.845207,2.254466,1.954877,4.466710,3.401702,2.275567,1.408965,1.326735,3.117783,3.613525,3.028021,3.150262,2.445680,2.090840,1.454804,5.214979,3.918790,2.454501,1.485482,1.391007
2025-01-30,2.874288,3.275376,2.810253,2.845426,2.254187,1.954779,4.477543,3.385812,2.276155,1.408725,1.326557,3.115718,3.610180,3.026429,3.149375,2.444930,2.090352,1.454330,5.228508,3.898209,2.455739,1.485120,1.390789
2025-01-29,2.865022,3.261632,2.801834,2.837109,2.248537,1.951244,4.448781,3.369038,2.269418,1.407676,1.326366,3.104887,3.594466,3.016771,3.139365,2.438229,2.086178,1.449552,5.192474,3.876496,2.447636,1.483824,1.390554
2025-01-28,2.860587,3.255304,2.798096,2.833284,2.245300,1.949116,4.442780,3.352631,2.276879,1.406101,1.326220,3.099023,3.585680,3.011626,3.133971,2.434342,2.083439,1.447092,5.184938,3.855260,2.456612,1.481874,1.390380
2025-01-24,2.857504,3.252492,2.795672,2.832582,2.242170,1.946628,4.424680,3.355303,2.275893,1.402218,1.325586,3.095667,3.581975,3.009130,3.132526,2.431148,2.080603,1.444109,5.161976,3.858796,2.455428,1.477069,1.389603
2025-01-23,2.857785,3.252708,2.796152,2.834902,2.242532,1.946655,4.438270,3.345922,2.272871,1.402042,1.325433,3.095436,3.581778,3.008753,3.134241,2.431092,2.080328,1.444442,5.179216,3.846658,2.451800,1.476848,1.389425
2025-01-22,2.859265,3.254770,2.797018,2.835658,2.243674,1.947467,4.426078,3.365014,2.269481,1.403444,1.325279,3.098611,3.586584,3.011418,3.136372,2.432857,2.081778,1.445551,5.163972,3.871433,2.447716,1.478583,1.389237
2025-01-21,2.854918,3.247254,2.793082,2.828446,2.241502,1.946515,4.408645,3.356078,2.274896,1.404756,1.325125,3.093790,3.578613,3.007252,3.128400,2.430396,2.080794,1.443690,5.142309,3.860087,2.454294,1.480237,1.389049
2025-01-20,2.845704,3.234269,2.785344,2.818661,2.235809,1.942612,4.379023,3.341126,2.267023,1.401560,1.324980,3.083387,3.564182,2.998655,3.117018,2.423782,2.076242,1.438092,5.105536,3.840865,2.444984,1.476293,1.388871
2025-01-17,2.842660,3.229545,2.782752,2.814958,2.233881,1.941219,4.380898,3.325187,2.267224,1.400936,1.324533,3.079224,3.558006,2.994841,3.111830,2.421176,2.074325,1.436658,5.108059,3.820261,2.445226,1.475522,1.388323
2025-01-16,2.838083,3.222242,2.778548,2.810247,2.231378,1.939831,4.354079,3.325680,2.266943,1.401166,1.324389,3.074856,3.551434,2.991227,3.107857,2.418604,2.073071,1.434210,5.074445,3.821158,2.444899,1.475807,1.388149
2025-01-15,2.826488,3.205933,2.769077,2.798304,2.223974,1.934806,4.336739,3.287937,2.260121,1.396933,1.324212,3.059996,3.530354,2.978671,3.092673,2.409515,2.066622,1.427141,5.052387,3.772272,2.436696,1.470543,1.387936
2025-01-14,2.817479,3.193478,2.761370,2.792599,2.218311,1.930468,4.290696,3.291553,2.256265,1.392003,1.324066,3.051385,3.519626,2.972037,3.087766,2.403234,2.062077,1.421084,4.994709,3.776982,2.432032,1.464440,1.387757
2025-01-13,2.814651,3.189130,2.758881,2.790765,2.216830,1.929393,4.294208,3.277127,2.252588,1.391717,1.323923,3.047565,3.514170,2.968395,3.085438,2.401045,2.060557,1.419848,4.999192,3.758304,2.427616,1.464073,1.387584
2025-01-10,2.823419,3.202213,2.765718,2.800507,2.222478,1.933018,4.304087,3.314007,2.249255,1.394895,1.323485,3.059236,3.531604,2.978016,3.098759,2.408095,2.065377,1.425105,5.011531,3.806130,2.423621,1.468009,1.387055
2025-01-09,2.833856,3.217192,2.774657,2.811010,2.228768,1.937505,4.344398,3.323980,2.258465,1.398856,1.323317,3.070221,3.546483,2.987064,3.109902,2.415369,2.070366,1.431456,5.062022,3.819077,2.434675,1.472913,1.386854
2025-01-08,2.833974,3.217707,2.774431,2.810424,2.228568,1.937287,4.336563,3.331844,2.258523,1.398757,1.323137,3.070990,3.547768,2.987496,3.109548,2.415401,2.070305,1.431509,5.052136,3.829286,2.434745,1.472789,1.386635
2025-01-07,2.829002,3.210184,2.769462,2.805638,2.225436,1.935668,4.326447,3.315818,2.262697,1.399673,1.322987,3.064542,3.537584,2.981071,3.103319,2.411762,2.068247,1.429289,5.039462,3.808584,2.439765,1.473954,1.386453
2025-01-06,2.828715,3.209734,2.770818,2.804581,2.226190,1.936739,4.350096,3.301319,2.270532,1.401670,1.322825,3.062703,3.534403,2.980876,3.100735,2.412252,2.069078,1.429811,5.069041,3.789806,2.449196,1.476420,1.386254
2025-01-03,2.825185,3.204488,2.765906,2.799504,2.224785,1.935955,4.340230,3.300973,2.276307,1.404094,1.322319,3.059255,3.529400,2.975667,3.095469,2.410604,2.068347,1.428978,5.056700,3.789427,2.456159,1.479433,1.385641
2025-01-02,2.816358,3.190948,2.757856,2.791503,2.219581,1.932922,4.308596,3.285944,2.270810,1.404140,1.322156,3.049257,3.514370,2.966841,3.086176,2.404699,2.064900,1.424432,5.017050,3.769978,2.449554,1.479490,1.385444
2024-12-31,2.814410,3.187751,2.756191,2.790388,2.218681,1.932395,4.316084,3.272586,2.270449,1.404934,1.321831,3.046174,3.509805,2.963968,3.083914,2.403250,2.064039,1.423913,5.026382,3.752700,2.449120,1.480469,1.385042
2024-12-30,2.818867,3.195886,2.760210,2.795652,2.220916,1.933256,4.317183,3.297198,2.266618,1.403078,1.321670,3.052612,3.520597,2.969767,3.091307,2.406234,2.065337,1.425521,5.027816,3.784609,2.444514,1.478169,1.384848
2024-12-27,2.825970,3.206833,2.766641,2.802353,2.224716,1.935195,4.350969,3.302858,2.268717,1.402417,1.321200,3.059856,3.531865,2.976130,3.098333,2.410341,2.067313,1.429002,5.070084,3.791980,2.447037,1.477351,1.384285
2024-12-24,2.823773,3.205189,2.763769,2.799683,2.223229,1.933955,4.365258,3.290105,2.270150,1.401861,1.320729,3.055961,3.527247,2.971221,3.093794,2.408231,2.065343,1.427769,5.088031,3.775506,2.448762,1.476663,1.383710
2024-12-23,2.814978,3.192288,2.756019,2.791084,2.218306,1.931169,4.334459,3.281273,2.266362,1.402305,1.320552,3.046180,3.513078,2.962915,3.083990,2.402602,2.062237,1.423554,5.049429,3.764046,2.444202,1.477211,1.383494
