date	name	return
2024-08-31T00:00:00	SRI - Defensive	0.6300
2024-08-31T00:00:00	High Growth	-0.3600
2024-08-31T00:00:00	High Growth	-0.3600
2024-08-31T00:00:00	Indexed High Growth	0.1300
2024-08-31T00:00:00	Indexed High Growth	0.1300
2024-08-31T00:00:00	SRI - High Growth	0.5200
2024-08-31T00:00:00	SRI - High Growth	0.5200
2024-08-31T00:00:00	Indexed Growth 	
2024-08-31T00:00:00	Indexed Conservative	
2024-08-31T00:00:00	Indexed Stable	
2024-08-31T00:00:00	Stable	0.4100
2024-08-31T00:00:00	Stable	0.4100
2024-08-31T00:00:00	Conservative	0.2300
2024-08-31T00:00:00	Conservative	0.2300
2024-08-31T00:00:00	SRI - Balanced	0.7500
2024-08-31T00:00:00	SRI - Balanced	0.7500
2024-08-31T00:00:00	Indexed Balanced	0.5500
2024-08-31T00:00:00	Indexed Balanced	0.5500
2024-08-31T00:00:00	Balanced	-0.0600
2024-08-31T00:00:00	Balanced	-0.0600
2024-08-31T00:00:00	Growth	-0.2000
2024-08-31T00:00:00	Growth	-0.2000
2024-08-31T00:00:00	Cash	0.3400
2024-08-31T00:00:00	Cash	0.3400
2024-08-31T00:00:00	Bonds	0.8800
2024-08-31T00:00:00	Bonds	0.8800
2024-08-31T00:00:00	Australian Shares	0.7000
2024-08-31T00:00:00	Australian Shares	0.7000
2024-08-31T00:00:00	International Shares	-1.3600
2024-08-31T00:00:00	International Shares	-1.3600
2024-08-31T00:00:00	International Shares - Indexed	-1.1400
2024-08-31T00:00:00	International Shares - Indexed	-1.1400
2024-08-31T00:00:00	Bonds – Indexed	0.8200
2024-08-31T00:00:00	Bonds – Indexed	0.8200
2024-08-31T00:00:00	Australian Shares – Indexed	0.5000
2024-08-31T00:00:00	Australian Shares – Indexed	0.5000
2024-08-31T00:00:00	Defensive	0.4400
2024-08-31T00:00:00	Defensive	0.4400
2024-08-31T00:00:00	Indexed Defensive	0.5100
2024-08-31T00:00:00	Indexed Defensive	0.5100
2024-08-31T00:00:00	SRI - Defensive	0.6300
2024-08-31T00:00:00	SRI - Defensive	0.6300
2024-08-31T00:00:00	High Growth	-0.3600
2024-08-31T00:00:00	High Growth	-0.3600
2024-08-31T00:00:00	Indexed High Growth	0.1300
2024-08-31T00:00:00	Indexed High Growth	0.1300
2024-08-31T00:00:00	SRI - High Growth	0.5200
2024-08-31T00:00:00	SRI - High Growth	0.5200
2024-08-31T00:00:00	Indexed Growth 	0.0000
2024-08-31T00:00:00	Indexed Conservative	0.0000
2024-08-31T00:00:00	Indexed Stable	0.0000
2024-07-31T00:00:00	Stable	1.1600
2024-07-31T00:00:00	Conservative	1.5600
2024-07-31T00:00:00	SRI - Balanced	1.7400
2024-07-31T00:00:00	Indexed Balanced	2.5500
2024-07-31T00:00:00	Balanced	1.7000
2024-07-31T00:00:00	Growth	2.2900
2024-07-31T00:00:00	Cash	0.3700
2024-07-31T00:00:00	Bonds	1.4600
2024-07-31T00:00:00	Australian Shares	3.5100
2024-07-31T00:00:00	International Shares	2.7800
2024-07-31T00:00:00	International Shares - Indexed	3.6400
2024-07-31T00:00:00	Bonds – Indexed	1.5600
2024-07-31T00:00:00	Australian Shares – Indexed	3.7200
2024-07-31T00:00:00	Defensive	1.0400
2024-07-31T00:00:00	Indexed Defensive	1.2400
2024-07-31T00:00:00	SRI - Defensive	1.1000
2024-07-31T00:00:00	High Growth	2.6700
2024-07-31T00:00:00	Indexed High Growth	3.2100
2024-07-31T00:00:00	SRI - High Growth	2.9600
2024-07-31T00:00:00	Stable	1.1600
2024-07-31T00:00:00	Conservative	1.5600
2024-07-31T00:00:00	SRI - Balanced	1.7400
2024-07-31T00:00:00	Indexed Balanced	2.5500
2024-07-31T00:00:00	Balanced	1.7000
2024-07-31T00:00:00	Growth	2.2900
2024-07-31T00:00:00	Cash	0.3700
2024-07-31T00:00:00	Bonds	1.4600
2024-07-31T00:00:00	Australian Shares	3.5100
2024-07-31T00:00:00	International Shares	2.7800
2024-07-31T00:00:00	International Shares - Indexed	3.6400
2024-07-31T00:00:00	Bonds – Indexed	1.5600
2024-07-31T00:00:00	Australian Shares – Indexed	3.7200
2024-07-31T00:00:00	Defensive	1.0400
2024-07-31T00:00:00	Indexed Defensive	1.2400
2024-07-31T00:00:00	SRI - Defensive	1.1000
2024-07-31T00:00:00	High Growth	2.6700
2024-07-31T00:00:00	Indexed High Growth	3.2100
2024-07-31T00:00:00	SRI - High Growth	2.9600
2024-06-30T00:00:00	Stable	0.3000
2024-06-30T00:00:00	Conservative	0.4100
2024-06-30T00:00:00	SRI - Balanced	0.5200
2024-06-30T00:00:00	Indexed Balanced	1.3100
2024-06-30T00:00:00	Balanced	0.6300
2024-06-30T00:00:00	Growth	0.6000
2024-06-30T00:00:00	Cash	0.3500
2024-06-30T00:00:00	Bonds	0.5600
2024-06-30T00:00:00	Australian Shares	-0.0400
2024-06-30T00:00:00	International Shares	1.0600
2024-06-30T00:00:00	International Shares - Indexed	1.6900
2024-06-30T00:00:00	Bonds – Indexed	0.6800
2024-06-30T00:00:00	Australian Shares – Indexed	1.0200
2024-06-30T00:00:00	Defensive	0.3800
2024-06-30T00:00:00	Indexed Defensive	0.6000
2024-06-30T00:00:00	SRI - Defensive	0.4300
2024-06-30T00:00:00	High Growth	0.7600
2024-06-30T00:00:00	Indexed High Growth	1.3900
2024-06-30T00:00:00	SRI - High Growth	0.9900
2024-06-30T00:00:00	Stable	0.3000
2024-06-30T00:00:00	Conservative	0.4100
2024-06-30T00:00:00	SRI - Balanced	0.5200
2024-06-30T00:00:00	Indexed Balanced	1.3100
2024-06-30T00:00:00	Balanced	0.6300
2024-06-30T00:00:00	Growth	0.6000
2024-06-30T00:00:00	Cash	0.3500
2024-06-30T00:00:00	Bonds	0.5600
2024-06-30T00:00:00	Australian Shares	-0.0400
2024-06-30T00:00:00	International Shares	1.0600
2024-06-30T00:00:00	International Shares - Indexed	1.6900
2024-06-30T00:00:00	Bonds – Indexed	0.6800
2024-06-30T00:00:00	Australian Shares – Indexed	1.0200
2024-06-30T00:00:00	Defensive	0.3800
2024-06-30T00:00:00	Indexed Defensive	0.6000
2024-06-30T00:00:00	SRI - Defensive	0.4300
2024-06-30T00:00:00	High Growth	0.7600
2024-06-30T00:00:00	Indexed High Growth	1.3900
2024-06-30T00:00:00	SRI - High Growth	0.9900
2024-05-31T00:00:00	Stable	0.4400
2024-05-31T00:00:00	Conservative	0.4200
2024-05-31T00:00:00	SRI - Balanced	1.0100
2024-05-31T00:00:00	Indexed Balanced	1.5500
2024-05-31T00:00:00	Balanced	0.3700
2024-05-31T00:00:00	Growth	0.3800
2024-05-31T00:00:00	Cash	0.3600
2024-05-31T00:00:00	Bonds	0.4700
2024-05-31T00:00:00	Australian Shares	0.3100
2024-05-31T00:00:00	International Shares	0.1800
2024-05-31T00:00:00	International Shares - Indexed	1.8600
2024-05-31T00:00:00	Bonds – Indexed	0.4800
2024-05-31T00:00:00	Australian Shares – Indexed	0.9000
2024-05-31T00:00:00	Defensive	0.3800
2024-05-31T00:00:00	Indexed Defensive	0.6200
2024-05-31T00:00:00	SRI - Defensive	0.4700
2024-05-31T00:00:00	High Growth	0.3500
2024-05-31T00:00:00	Indexed High Growth	1.6800
2024-05-31T00:00:00	SRI - High Growth	1.3600
2024-05-31T00:00:00	Stable	0.4400
2024-05-31T00:00:00	Conservative	0.4200
2024-05-31T00:00:00	SRI - Balanced	1.0100
2024-05-31T00:00:00	Indexed Balanced	1.5500
2024-05-31T00:00:00	Balanced	0.3700
2024-05-31T00:00:00	Growth	0.3800
2024-05-31T00:00:00	Cash	0.3600
2024-05-31T00:00:00	Bonds	0.4700
2024-05-31T00:00:00	Australian Shares	0.3100
2024-05-31T00:00:00	International Shares	0.1800
2024-05-31T00:00:00	International Shares - Indexed	1.8600
2024-05-31T00:00:00	Bonds – Indexed	0.4800
2024-05-31T00:00:00	Australian Shares – Indexed	0.9000
2024-05-31T00:00:00	Defensive	0.3800
2024-05-31T00:00:00	Indexed Defensive	0.6200
2024-05-31T00:00:00	SRI - Defensive	0.4700
2024-05-31T00:00:00	High Growth	0.3500
2024-05-31T00:00:00	Indexed High Growth	1.6800
2024-05-31T00:00:00	SRI - High Growth	1.3600
2024-04-30T00:00:00	Stable	-0.4000
2024-04-30T00:00:00	Conservative	-0.6400
2024-04-30T00:00:00	SRI - Balanced	-1.4600
2024-04-30T00:00:00	Indexed Balanced	-2.2900
2024-04-30T00:00:00	Balanced	-0.6500
2024-04-30T00:00:00	Growth	-1.0700
2024-04-30T00:00:00	Cash	0.3900
2024-04-30T00:00:00	Bonds	-1.3400
2024-04-30T00:00:00	Australian Shares	-1.5900
2024-04-30T00:00:00	International Shares	-1.8000
2024-04-30T00:00:00	International Shares - Indexed	-2.9500
2024-04-30T00:00:00	Bonds – Indexed	-1.5300
2024-04-30T00:00:00	Australian Shares – Indexed	-2.4600
2024-04-30T00:00:00	Defensive	-0.3300
2024-04-30T00:00:00	Indexed Defensive	-0.6700
2024-04-30T00:00:00	SRI - Defensive	-0.5300
2024-04-30T00:00:00	High Growth	-1.4100
2024-04-30T00:00:00	Indexed High Growth	-2.6900
2024-04-30T00:00:00	SRI - High Growth	-2.1300
2024-04-30T00:00:00	Stable	-0.4000
2024-04-30T00:00:00	Conservative	-0.6400
2024-04-30T00:00:00	SRI - Balanced	-1.4600
2024-04-30T00:00:00	Indexed Balanced	-2.2900
2024-04-30T00:00:00	Balanced	-0.6500
2024-04-30T00:00:00	Growth	-1.0700
2024-04-30T00:00:00	Cash	0.3900
2024-04-30T00:00:00	Bonds	-1.3400
2024-04-30T00:00:00	Australian Shares	-1.5900
2024-04-30T00:00:00	International Shares	-1.8000
2024-04-30T00:00:00	International Shares - Indexed	-2.9500
2024-04-30T00:00:00	Bonds – Indexed	-1.5300
2024-04-30T00:00:00	Australian Shares – Indexed	-2.4600
2024-04-30T00:00:00	Defensive	-0.3300
2024-04-30T00:00:00	Indexed Defensive	-0.6700
2024-04-30T00:00:00	SRI - Defensive	-0.5300
2024-04-30T00:00:00	High Growth	-1.4100
2024-04-30T00:00:00	Indexed High Growth	-2.6900
2024-04-30T00:00:00	SRI - High Growth	-2.1300
2024-03-31T00:00:00	Stable	0.9600
2024-03-31T00:00:00	Conservative	1.5000
2024-03-31T00:00:00	SRI - Balanced	1.7400
2024-03-31T00:00:00	Indexed Balanced	2.3500
2024-03-31T00:00:00	Balanced	1.7600
2024-03-31T00:00:00	Growth	2.4300
2024-03-31T00:00:00	Cash	0.3200
2024-03-31T00:00:00	Bonds	0.9200
2024-03-31T00:00:00	Australian Shares	3.8000
2024-03-31T00:00:00	International Shares	3.0200
2024-03-31T00:00:00	International Shares - Indexed	2.7000
2024-03-31T00:00:00	Bonds – Indexed	0.8200
2024-03-31T00:00:00	Australian Shares – Indexed	2.9600
2024-03-31T00:00:00	Defensive	0.8300
2024-03-31T00:00:00	Indexed Defensive	0.8600
2024-03-31T00:00:00	SRI - Defensive	0.7800
2024-03-31T00:00:00	High Growth	2.9100
2024-03-31T00:00:00	Indexed High Growth	2.8900
2024-03-31T00:00:00	SRI - High Growth	2.6600
2024-03-31T00:00:00	Stable	0.9600
2024-03-31T00:00:00	Conservative	1.5000
2024-03-31T00:00:00	SRI - Balanced	1.7400
2024-03-31T00:00:00	Indexed Balanced	2.3500
2024-03-31T00:00:00	Balanced	1.7600
2024-03-31T00:00:00	Growth	2.4300
2024-03-31T00:00:00	Cash	0.3200
2024-03-31T00:00:00	Bonds	0.9200
2024-03-31T00:00:00	Australian Shares	3.8000
2024-03-31T00:00:00	International Shares	3.0200
2024-03-31T00:00:00	International Shares - Indexed	2.7000
2024-03-31T00:00:00	Bonds – Indexed	0.8200
2024-03-31T00:00:00	Australian Shares – Indexed	2.9600
2024-03-31T00:00:00	Defensive	0.8300
2024-03-31T00:00:00	Indexed Defensive	0.8600
2024-03-31T00:00:00	SRI - Defensive	0.7800
2024-03-31T00:00:00	High Growth	2.9100
2024-03-31T00:00:00	Indexed High Growth	2.8900
2024-03-31T00:00:00	SRI - High Growth	2.6600
2024-02-29T00:00:00	Stable	0.6600
2024-02-29T00:00:00	Conservative	1.2500
2024-02-29T00:00:00	SRI - Balanced	1.0300
2024-02-29T00:00:00	Indexed Balanced	2.1800
2024-02-29T00:00:00	Balanced	1.6000
2024-02-29T00:00:00	Growth	2.2400
2024-02-29T00:00:00	Cash	0.3400
2024-02-29T00:00:00	Bonds	-0.3400
2024-02-29T00:00:00	Australian Shares	0.9300
2024-02-29T00:00:00	International Shares	4.8000
2024-02-29T00:00:00	International Shares - Indexed	5.4300
2024-02-29T00:00:00	Bonds – Indexed	-0.5500
2024-02-29T00:00:00	Australian Shares – Indexed	0.8300
2024-02-29T00:00:00	Defensive	0.4800
2024-02-29T00:00:00	Indexed Defensive	0.5300
2024-02-29T00:00:00	SRI - Defensive	0.2900
2024-02-29T00:00:00	High Growth	2.6200
2024-02-29T00:00:00	Indexed High Growth	2.8800
2024-02-29T00:00:00	SRI - High Growth	1.8400
2024-02-29T00:00:00	Stable	0.6600
2024-02-29T00:00:00	Conservative	1.2500
2024-02-29T00:00:00	SRI - Balanced	1.0300
2024-02-29T00:00:00	Indexed Balanced	2.1800
2024-02-29T00:00:00	Balanced	1.6000
2024-02-29T00:00:00	Growth	2.2400
2024-02-29T00:00:00	Cash	0.3400
2024-02-29T00:00:00	Bonds	-0.3400
2024-02-29T00:00:00	Australian Shares	0.9300
2024-02-29T00:00:00	International Shares	4.8000
2024-02-29T00:00:00	International Shares - Indexed	5.4300
2024-02-29T00:00:00	Bonds – Indexed	-0.5500
2024-02-29T00:00:00	Australian Shares – Indexed	0.8300
2024-02-29T00:00:00	Defensive	0.4800
2024-02-29T00:00:00	Indexed Defensive	0.5300
2024-02-29T00:00:00	SRI - Defensive	0.2900
2024-02-29T00:00:00	High Growth	2.6200
2024-02-29T00:00:00	Indexed High Growth	2.8800
2024-02-29T00:00:00	SRI - High Growth	1.8400
2024-01-31T00:00:00	Stable	0.3400
2024-01-31T00:00:00	Conservative	0.6500
2024-01-31T00:00:00	SRI - Balanced	1.0200
2024-01-31T00:00:00	Indexed Balanced	1.5100
2024-01-31T00:00:00	Balanced	0.7800
2024-01-31T00:00:00	Growth	1.2100
2024-01-31T00:00:00	Cash	0.3600
2024-01-31T00:00:00	Bonds	-0.1200
2024-01-31T00:00:00	Australian Shares	0.9200
2024-01-31T00:00:00	International Shares	2.5500
2024-01-31T00:00:00	International Shares - Indexed	4.1400
2024-01-31T00:00:00	Bonds – Indexed	-0.1900
2024-01-31T00:00:00	Australian Shares – Indexed	1.1500
2024-01-31T00:00:00	Defensive	0.3800
2024-01-31T00:00:00	Indexed Defensive	0.1800
2024-01-31T00:00:00	SRI - Defensive	0.4900
2024-01-31T00:00:00	High Growth	1.4800
2024-01-31T00:00:00	Indexed High Growth	2.0300
2024-01-31T00:00:00	SRI - High Growth	2.1400
2024-01-31T00:00:00	Stable	0.3400
2024-01-31T00:00:00	Conservative	0.6500
2024-01-31T00:00:00	SRI - Balanced	1.0200
2024-01-31T00:00:00	Indexed Balanced	1.5100
2024-01-31T00:00:00	Balanced	0.7800
2024-01-31T00:00:00	Growth	1.2100
2024-01-31T00:00:00	Cash	0.3600
2024-01-31T00:00:00	Bonds	-0.1200
2024-01-31T00:00:00	Australian Shares	0.9200
2024-01-31T00:00:00	International Shares	2.5500
2024-01-31T00:00:00	International Shares - Indexed	4.1400
2024-01-31T00:00:00	Bonds – Indexed	-0.1900
2024-01-31T00:00:00	Australian Shares – Indexed	1.1500
2024-01-31T00:00:00	Defensive	0.3800
2024-01-31T00:00:00	Indexed Defensive	0.1800
2024-01-31T00:00:00	SRI - Defensive	0.4900
2024-01-31T00:00:00	High Growth	1.4800
2024-01-31T00:00:00	Indexed High Growth	2.0300
2024-01-31T00:00:00	SRI - High Growth	2.1400
2023-12-31T00:00:00	Stable	1.4600
2023-12-31T00:00:00	Conservative	1.9500
2023-12-31T00:00:00	SRI - Balanced	2.7300
2023-12-31T00:00:00	Indexed Balanced	3.6700
2023-12-31T00:00:00	Balanced	2.1600
2023-12-31T00:00:00	Growth	2.8900
2023-12-31T00:00:00	Cash	0.3700
2023-12-31T00:00:00	Bonds	2.4100
2023-12-31T00:00:00	Australian Shares	5.9700
2023-12-31T00:00:00	International Shares	2.4200
2023-12-31T00:00:00	International Shares - Indexed	1.6400
2023-12-31T00:00:00	Bonds – Indexed	2.5000
2023-12-31T00:00:00	Australian Shares – Indexed	6.3100
2023-12-31T00:00:00	Defensive	1.2800
2023-12-31T00:00:00	Indexed Defensive	1.5200
2023-12-31T00:00:00	SRI - Defensive	1.4900
2023-12-31T00:00:00	High Growth	3.4600
2023-12-31T00:00:00	Indexed High Growth	4.3200
2023-12-31T00:00:00	SRI - High Growth	3.7500
2023-12-31T00:00:00	Stable	1.4600
2023-12-31T00:00:00	Conservative	1.9500
2023-12-31T00:00:00	SRI - Balanced	2.7300
2023-12-31T00:00:00	Indexed Balanced	3.6700
2023-12-31T00:00:00	Balanced	2.1600
2023-12-31T00:00:00	Growth	2.8900
2023-12-31T00:00:00	Cash	0.3700
2023-12-31T00:00:00	Bonds	2.4100
2023-12-31T00:00:00	Australian Shares	5.9700
2023-12-31T00:00:00	International Shares	2.4200
2023-12-31T00:00:00	International Shares - Indexed	1.6400
2023-12-31T00:00:00	Bonds – Indexed	2.5000
2023-12-31T00:00:00	Australian Shares – Indexed	6.3100
2023-12-31T00:00:00	Defensive	1.2800
2023-12-31T00:00:00	Indexed Defensive	1.5200
2023-12-31T00:00:00	SRI - Defensive	1.4900
2023-12-31T00:00:00	High Growth	3.4600
2023-12-31T00:00:00	Indexed High Growth	4.3200
2023-12-31T00:00:00	SRI - High Growth	3.7500
2023-11-30T00:00:00	Stable	1.5300
2023-11-30T00:00:00	Conservative	1.9800
2023-11-30T00:00:00	SRI - Balanced	3.3000
2023-11-30T00:00:00	Indexed Balanced	4.2900
2023-11-30T00:00:00	Balanced	2.1000
2023-11-30T00:00:00	Growth	2.8500
2023-11-30T00:00:00	Cash	0.3400
2023-11-30T00:00:00	Bonds	2.6300
2023-11-30T00:00:00	Australian Shares	4.1700
2023-11-30T00:00:00	International Shares	3.8700
2023-11-30T00:00:00	International Shares - Indexed	4.0200
2023-11-30T00:00:00	Bonds – Indexed	2.6800
2023-11-30T00:00:00	Australian Shares – Indexed	4.4100
2023-11-30T00:00:00	Defensive	1.3700
2023-11-30T00:00:00	Indexed Defensive	1.7400
2023-11-30T00:00:00	SRI - Defensive	1.6400
2023-11-30T00:00:00	High Growth	3.4500
2023-11-30T00:00:00	Indexed High Growth	5.0700
2023-11-30T00:00:00	SRI - High Growth	4.5800
2023-11-30T00:00:00	Stable	1.5300
2023-11-30T00:00:00	Conservative	1.9800
2023-11-30T00:00:00	SRI - Balanced	3.3000
2023-11-30T00:00:00	Indexed Balanced	4.2900
2023-11-30T00:00:00	Balanced	2.1000
2023-11-30T00:00:00	Growth	2.8500
2023-11-30T00:00:00	Cash	0.3400
2023-11-30T00:00:00	Bonds	2.6300
2023-11-30T00:00:00	Australian Shares	4.1700
2023-11-30T00:00:00	International Shares	3.8700
2023-11-30T00:00:00	International Shares - Indexed	4.0200
2023-11-30T00:00:00	Bonds – Indexed	2.6800
2023-11-30T00:00:00	Australian Shares – Indexed	4.4100
2023-11-30T00:00:00	Defensive	1.3700
2023-11-30T00:00:00	Indexed Defensive	1.7400
2023-11-30T00:00:00	SRI - Defensive	1.6400
2023-11-30T00:00:00	High Growth	3.4500
2023-11-30T00:00:00	Indexed High Growth	5.0700
2023-11-30T00:00:00	SRI - High Growth	4.5800
2023-10-31T00:00:00	Stable	-0.6300
2023-10-31T00:00:00	Conservative	-1.1200
2023-10-31T00:00:00	SRI - Balanced	-1.8000
2023-10-31T00:00:00	Indexed Balanced	-1.9400
2023-10-31T00:00:00	Balanced	-1.3900
2023-10-31T00:00:00	Growth	-2.0200
2023-10-31T00:00:00	Cash	0.3400
2023-10-31T00:00:00	Bonds	-1.1200
2023-10-31T00:00:00	Australian Shares	-3.7100
2023-10-31T00:00:00	International Shares	-2.3200
2023-10-31T00:00:00	International Shares - Indexed	-0.9800
2023-10-31T00:00:00	Bonds – Indexed	-0.8900
2023-10-31T00:00:00	Australian Shares – Indexed	-3.1700
2023-10-31T00:00:00	Defensive	-0.4700
2023-10-31T00:00:00	Indexed Defensive	-0.4700
2023-10-31T00:00:00	SRI - Defensive	-0.5100
2023-10-31T00:00:00	High Growth	-2.5800
2023-10-31T00:00:00	Indexed High Growth	-2.4500
2023-10-31T00:00:00	SRI - High Growth	-2.5300
2023-10-31T00:00:00	Stable	-0.6300
2023-10-31T00:00:00	Conservative	-1.1200
2023-10-31T00:00:00	SRI - Balanced	-1.8000
2023-10-31T00:00:00	Indexed Balanced	-1.9400
2023-10-31T00:00:00	Balanced	-1.3900
2023-10-31T00:00:00	Growth	-2.0200
2023-10-31T00:00:00	Cash	0.3400
2023-10-31T00:00:00	Bonds	-1.1200
2023-10-31T00:00:00	Australian Shares	-3.7100
2023-10-31T00:00:00	International Shares	-2.3200
2023-10-31T00:00:00	International Shares - Indexed	-0.9800
2023-10-31T00:00:00	Bonds – Indexed	-0.8900
2023-10-31T00:00:00	Australian Shares – Indexed	-3.1700
2023-10-31T00:00:00	Defensive	-0.4700
2023-10-31T00:00:00	Indexed Defensive	-0.4700
2023-10-31T00:00:00	SRI - Defensive	-0.5100
2023-10-31T00:00:00	High Growth	-2.5800
2023-10-31T00:00:00	Indexed High Growth	-2.4500
2023-10-31T00:00:00	SRI - High Growth	-2.5300
2023-09-30T00:00:00	Stable	-0.7000
2023-09-30T00:00:00	Conservative	-1.1900
2023-09-30T00:00:00	SRI - Balanced	-2.0800
2023-09-30T00:00:00	Indexed Balanced	-2.5000
2023-09-30T00:00:00	Balanced	-1.4200
2023-09-30T00:00:00	Growth	-2.1100
2023-09-30T00:00:00	Cash	0.3300
2023-09-30T00:00:00	Bonds	-1.2200
2023-09-30T00:00:00	Australian Shares	-2.7100
2023-09-30T00:00:00	International Shares	-3.4000
2023-09-30T00:00:00	International Shares - Indexed	-3.5700
2023-09-30T00:00:00	Bonds – Indexed	-1.6400
2023-09-30T00:00:00	Australian Shares – Indexed	-2.3300
2023-09-30T00:00:00	Defensive	
2023-09-30T00:00:00	Indexed Defensive	
2023-09-30T00:00:00	SRI - Defensive	
2023-09-30T00:00:00	High Growth	
2023-09-30T00:00:00	Indexed High Growth	
2023-09-30T00:00:00	SRI - High Growth	
2023-09-30T00:00:00	Stable	-0.7000
2023-09-30T00:00:00	Conservative	-1.1900
2023-09-30T00:00:00	SRI - Balanced	-2.0800
2023-09-30T00:00:00	Indexed Balanced	-2.5000
2023-09-30T00:00:00	Balanced	-1.4200
2023-09-30T00:00:00	Growth	-2.1100
2023-09-30T00:00:00	Cash	0.3300
2023-09-30T00:00:00	Bonds	-1.2200
2023-09-30T00:00:00	Australian Shares	-2.7100
2023-09-30T00:00:00	International Shares	-3.4000
2023-09-30T00:00:00	International Shares - Indexed	-3.5700
2023-09-30T00:00:00	Bonds – Indexed	-1.6400
2023-09-30T00:00:00	Australian Shares – Indexed	-2.3300
2023-09-30T00:00:00	Defensive	0.0000
2023-09-30T00:00:00	Indexed Defensive	0.0000
2023-09-30T00:00:00	SRI - Defensive	0.0000
2023-09-30T00:00:00	High Growth	0.0000
2023-09-30T00:00:00	Indexed High Growth	0.0000
2023-09-30T00:00:00	SRI - High Growth	0.0000
2023-08-31T00:00:00	Stable	0.2200
2023-08-31T00:00:00	Conservative	0.0800
2023-08-31T00:00:00	SRI - Balanced	-0.5400
2023-08-31T00:00:00	Indexed Balanced	-0.1700
2023-08-31T00:00:00	Balanced	-0.0200
2023-08-31T00:00:00	Growth	-0.1300
2023-08-31T00:00:00	Cash	0.3400
2023-08-31T00:00:00	Bonds	0.1300
2023-08-31T00:00:00	Australian Shares	-1.1400
2023-08-31T00:00:00	International Shares	0.1700
2023-08-31T00:00:00	International Shares - Indexed	1.4300
2023-08-31T00:00:00	Bonds – Indexed	0.6200
2023-08-31T00:00:00	Australian Shares – Indexed	-0.5400
2023-08-31T00:00:00	Stable	0.2200
2023-08-31T00:00:00	Conservative	0.0800
2023-08-31T00:00:00	SRI - Balanced	-0.5400
2023-08-31T00:00:00	Indexed Balanced	-0.1700
2023-08-31T00:00:00	Balanced	-0.0200
2023-08-31T00:00:00	Growth	-0.1300
2023-08-31T00:00:00	Cash	0.3400
2023-08-31T00:00:00	Bonds	0.1300
2023-08-31T00:00:00	Australian Shares	-1.1400
2023-08-31T00:00:00	International Shares	0.1700
2023-08-31T00:00:00	International Shares - Indexed	1.4300
2023-08-31T00:00:00	Bonds – Indexed	0.6200
2023-08-31T00:00:00	Australian Shares – Indexed	-0.5400
2023-07-31T00:00:00	Stable	0.8100
2023-07-31T00:00:00	Conservative	1.2300
2023-07-31T00:00:00	SRI - Balanced	1.2900
2023-07-31T00:00:00	Indexed Balanced	1.8600
2023-07-31T00:00:00	Balanced	1.5200
2023-07-31T00:00:00	Growth	1.9900
2023-07-31T00:00:00	Cash	0.3500
2023-07-31T00:00:00	Bonds	0.2700
2023-07-31T00:00:00	Australian Shares	2.9800
2023-07-31T00:00:00	International Shares	2.4800
2023-07-31T00:00:00	International Shares - Indexed	1.9500
2023-07-31T00:00:00	Bonds – Indexed	0.4000
2023-07-31T00:00:00	Australian Shares – Indexed	2.6100
2023-07-31T00:00:00	Stable	0.8100
2023-07-31T00:00:00	Conservative	1.2300
2023-07-31T00:00:00	SRI - Balanced	1.2900
2023-07-31T00:00:00	Indexed Balanced	1.8600
2023-07-31T00:00:00	Balanced	1.5200
2023-07-31T00:00:00	Growth	1.9900
2023-07-31T00:00:00	Cash	0.3500
2023-07-31T00:00:00	Bonds	0.2700
2023-07-31T00:00:00	Australian Shares	2.9800
2023-07-31T00:00:00	International Shares	2.4800
2023-07-31T00:00:00	International Shares - Indexed	1.9500
2023-07-31T00:00:00	Bonds – Indexed	0.4000
2023-07-31T00:00:00	Australian Shares – Indexed	2.6100
2023-06-30T00:00:00	Stable	0.2200
2023-06-30T00:00:00	Conservative	0.6700
2023-06-30T00:00:00	SRI - Balanced	0.8500
2023-06-30T00:00:00	Indexed Balanced	1.9600
2023-06-30T00:00:00	Balanced	1.0600
2023-06-30T00:00:00	Growth	1.5000
2023-06-30T00:00:00	Cash	0.3200
2023-06-30T00:00:00	Bonds	-0.6000
2023-06-30T00:00:00	Australian Shares	1.4700
2023-06-30T00:00:00	International Shares	2.4300
2023-06-30T00:00:00	International Shares - Indexed	2.7900
2023-06-30T00:00:00	Bonds – Indexed	-0.8600
2023-06-30T00:00:00	Australian Shares – Indexed	1.6000
2023-06-30T00:00:00	Stable	0.2200
2023-06-30T00:00:00	Conservative	0.6700
2023-06-30T00:00:00	SRI - Balanced	0.8500
2023-06-30T00:00:00	Indexed Balanced	1.9600
2023-06-30T00:00:00	Balanced	1.0600
2023-06-30T00:00:00	Growth	1.5000
2023-06-30T00:00:00	Cash	0.3200
2023-06-30T00:00:00	Bonds	-0.6000
2023-06-30T00:00:00	Australian Shares	1.4700
2023-06-30T00:00:00	International Shares	2.4300
2023-06-30T00:00:00	International Shares - Indexed	2.7900
2023-06-30T00:00:00	Bonds – Indexed	-0.8600
2023-06-30T00:00:00	Australian Shares – Indexed	1.6000
2023-05-31T00:00:00	Stable	0.0100
2023-05-31T00:00:00	Conservative	0.0500
2023-05-31T00:00:00	SRI - Balanced	-0.4600
2023-05-31T00:00:00	Indexed Balanced	-0.6500
2023-05-31T00:00:00	Balanced	0.1000
2023-05-31T00:00:00	Growth	0.0900
2023-05-31T00:00:00	Cash	0.3300
